,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
357,"['James Constable', 'William Constable']",William Constable,2,"['William and James Constable', 'William Constable']",2,0.0,0.0,8907.0,,,,No Match,Too Many Potential Matches Found (2),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
531,['John Walker'],John Walker,1,['John Walker'],3,0.0,0.0,8795.0,,,,No Match,Too Many Potential Matches Found (11),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Walker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
219,['Francis Lewis'],Francis Lewis,1,['Francis Lewis'],1,14666.0,7383.0,8763.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
145,['Daniel C'],Daniel C,1,['Daniel C Verplanck'],7,36235.0,9659.0,8628.0,"New York City North Ward, New York, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel C_Verplanck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
393,['James Watson'],James Watson,1,['Watson and Greenleaf'],5,0.0,0.0,8463.0,,,,No Match,Too Many Potential Matches Found (4),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Watson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
38,['Alexander Zuntz'],Alexander Zuntz,1,['Alexander Zuntz'],10,0.0,0.0,8442.0,"New York City Dock Ward, New York, New York",13.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Zuntz&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
680,['Philip Schuyler'],Philip Schuyler,1,['Philip Schuyler'],1,23210.0,11655.0,8086.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Schuyler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
800,['Thomas Marston'],Thomas Marston,1,['Thomas Marston'],1,0.0,0.0,7869.0,"New York Harlem Division, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Marston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
424,['John Burnett'],John Burnett,1,['John Burnett'],1,9351.0,4668.0,7694.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Burnett&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
710,['Robert Kemble'],Robert Kemble,1,['Robert T Kemble'],5,12719.0,6512.0,7678.0,"New York City North Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert F_Kimble&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
687,['Ralph Furman'],Ralph Furman,1,['Ralph Furman'],1,0.0,0.0,7385.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ralph_Furman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
414,['John Baker'],John Baker,1,['John Baker'],2,0.0,0.0,7363.0,,,,No Match,Too Many Potential Matches Found (14),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Baker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
337,['Jacob Morton'],Jacob Morton,1,['Jacob Morton'],2,0.0,0.0,7337.0,"New York City West Ward, New York, New York",13.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
30,['Alexander Henderson'],Alexander Henderson,1,['Alexander Henderson'],2,0.0,0.0,7296.0,"Westfield, Washington, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Henderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
299,['Hugh Welsh'],Hugh Welsh,1,['Hugh Walsh'],1,0.0,0.0,7293.0,"New Windsor, Ulster, New York",13.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hugh_Walsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
466,['John H'],John H,1,['John H Thompson'],1,0.0,0.0,7200.0,"New York City East Ward, New York, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John H_Thompson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
81,['Benjamin Seixias'],Benjamin Seixias,1,['Benjamin Seixas'],11,0.0,0.0,7117.0,"New York City Dock Ward, New York, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Seixas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
353,['James Carter'],James Carter,1,['James Carter'],6,8732.0,1490.0,7111.0,"New York City East Ward, New York, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Carter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
45,['Andrew Craig'],Andrew Craig,1,['Andrew Craigie'],4,167.0,132.0,7030.0,"Middletown, Ulster, New York",2.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Craigie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
500,['John Parker'],John Parker,1,['John Parker'],6,0.0,0.0,6908.0,,,,No Match,Too Many Potential Matches Found (4),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Parker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
541,['Jonas White'],Jonas White,1,['Jonas Wade'],9,0.0,0.0,6822.0,"Balls Town, Albany, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonas_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
874,['Willm Latham'],Willm Latham,1,['William Leatham'],2,0.0,0.0,6795.0,"Rensselaerwick, Albany, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leatham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
284,['Henry Livingston'],Henry Livingston,1,['Henry Livingston'],2,14.0,7.0,6758.0, Dutchess,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
147,['Daniel Cotton'],Daniel Cotton,1,['Daniel Cotton'],3,4732.0,2367.0,6599.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Cotton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
514,['John Savage'],John Savage,1,['John Savage'],1,0.0,0.0,6500.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Savage&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
442,['John D Alvey'],John D Alvey,1,['John D Alvey'],9,97.0,97.0,6492.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John D_Alvey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
782,['Thomas Chapman'],Thomas Chapman,1,['Thomas Chapman'],1,0.0,0.0,6455.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Chapman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
34,"['Alexander Mowatt', 'John Mowatt']",John Mowatt,2,"['John and Alexander Mowatt', 'John Mowatt']",5,0.0,0.0,6419.0,,,,No Match,Too Many Potential Matches Found (10),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
637,['Nicholas Cruger'],Nicholas Cruger,1,['Nicholas Cruger'],2,21471.0,10785.0,6361.0,"New York City South Ward, New York, New York",16.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Cruger&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
167,['David Peyerimhoff'],David Peyerimhoff,1,['David Peyerimhoff'],1,0.0,0.0,6296.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Peyerimhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
184,['Edward Chinn'],Edward Chinn,1,['Edward Chinn'],1,9876.0,4938.0,6148.0,"Claverack, Columbia, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Chinn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
650,['Obediah Bowne'],Obediah Bowne,1,['Obadiah Bowen'],2,0.0,0.0,6036.0,"New York City Dock Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Obadiah_Bowen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
789,['Thomas Grant'],Thomas Grant,1,['Thomas Grant'],1,0.0,0.0,6031.0,"Northeast, Dutchess, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Grant&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
177,['E Haskell'],E Haskell,1,['E Haskell'],1,0.0,0.0,6000.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=E_Haskell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
599,['Martha Norton'],Martha Norton,1,['Martha Norton'],1,0.0,0.0,5975.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Martha_Norton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
828,Walter  Livingston,Walter  Livingston,1,"['Walter Livingston', 'Walter  Livingston']",1,0.0,6554.0,5943.0,,,,No Match,Too Many Potential Matches Found (3),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter _Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
89,['Bernard V'],Bernard V,1,['Gertrud A V Burch'],2,0.0,0.0,5818.0,"Livingston, Columbia, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gertrud A V_Burch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
558,['Joseph Hardy'],Joseph Hardy,1,['Joseph Hardy'],1,12917.0,6226.0,5816.0,"New York City Montgomery Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Hardy&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
381,['James McEvers'],James McEvers,1,['James McEvers'],5,0.0,0.0,5744.0,,,,No Match,Too Many Potential Matches Found (2),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_McEvers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
117,"['Moses Ogden', 'Charles Ogden']",Charles Ogden,2,['Moses and Charles Ogden'],2,5423.0,2711.0,5741.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Ogden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
359,"['John Davenport', 'James Davenport']",James Davenport,2,['John and James Davenport'],4,0.0,0.0,5701.0, Ulster,,,Match,Only Location Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
849,['William Henderson'],William Henderson,1,['William Henderson'],4,15602.0,17282.0,5409.0,,,,No Match,Too Many Potential Matches Found (3),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Henderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
834,['William Allen'],William Allen,1,['William Allen'],2,0.0,0.0,5315.0,,,,No Match,Too Many Potential Matches Found (7),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Allen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
799,['Thomas Mackaness'],Thomas Mackaness,1,['Thomas Mackaness'],3,0.0,0.0,5244.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Mackaness&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
281,['Henry Cheriot'],Henry Cheriot,1,['Henry Cheriot'],1,0.0,0.0,5226.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Cheriot&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
172,['Desdeily'],Desdeily,1,['Desdeily and Co'],1,0.0,0.0,5226.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Desdeily&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
697,['Richard Yates'],Richard Yates,1,['Richard Yates'],3,0.0,0.0,5171.0,,,,No Match,Too Many Potential Matches Found (2),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Yates&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
105,['Catherine Cox'],Catherine Cox,1,['Catherine Cox'],7,0.0,0.0,5126.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Cox&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
384,['James R'],James R,1,['James R Smith'],3,0.0,0.0,5104.0,"New York City East Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James R_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
91,['Bleecker and McEuen'],Bleecker and McEuen,1,['Bleecker and McEuen'],3,0.0,0.0,5096.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bleecker and_McEuen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
781,['Thomas Buchanan'],Thomas Buchanan,1,['Thomas Buchanan'],2,8754.0,4427.0,5081.0,"New York City East Ward, New York, New York",17.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Buchanan&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
830,['Walter Livingston'],Walter Livingston,1,"['Walter Livingston', 'Walter  Livingston']",4,732.0,2027.0,5062.0,,,,No Match,Too Many Potential Matches Found (3),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
462,['John Graham'],John Graham,1,['John Graham'],1,0.0,0.0,5021.0,,,,No Match,Too Many Potential Matches Found (13),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
475,['John Jay'],John Jay,1,['John Jay'],1,5898.0,2998.0,5015.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Jay&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
649,['Norman Butler'],Norman Butler,1,['Norman Butler'],13,193.0,96.0,5010.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Norman_Butler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
733,['Samuel Hoare'],Samuel Hoare,1,['Samuel Hoare'],1,0.0,0.0,5000.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Hoare&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
579,['Lewis Scott'],Lewis Scott,1,['Lewis Allaine Scott'],1,0.0,0.0,5000.0,"New York City West Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis Allaine_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
638,['Nicholas De Bas'],Nicholas De Bas,1,['Nicholas De Bas'],1,0.0,0.0,5000.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas De_Bas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
93,['Brocholst Livingston'],Brocholst Livingston,1,['Brochholz and Livingston'],1,0.0,0.0,5000.0,"New York City West Ward, New York, New York",15.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Brochholz and_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
629,['Nathaniel Green'],Nathaniel Green,1,['Nathaniel Green'],2,7334.0,3717.0,4946.0,,,,No Match,Too Many Potential Matches Found (2),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Green&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
719,['Rodolph F Grand'],Rodolph F Grand,1,['Rodolph F Grand'],1,0.0,0.0,4840.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rodolph F_Grand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
65,['Ashbell Steele'],Ashbell Steele,1,['Ashbell Steele'],1,0.0,0.0,4673.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbell_Steele&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
456,['John Fonda'],John Fonda,1,['John Fonda'],1,0.0,0.0,4628.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fonda&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
412,['John Augustus Graham'],John Augustus Graham,1,['John Augustus Graham'],1,0.0,0.0,4614.0,,,,No Match,Too Many Potential Matches Found (14),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Augustus_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
212,['F Hickman'],F Hickman,1,['F Hickman'],1,0.0,0.0,4517.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=F_Hickman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
488,['John Maley'],John Maley,1,['John Maley'],1,0.0,0.0,4491.0,"Albany Ward 3, Albany, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Maley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
