,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
106,151,['Margaret Chinn'],['Margaret Chinn'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Chinn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
107,152,['Edward Chinn'],['Edward Chinn'],1,Match,Full Match,"Claverack, Columbia, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Chinn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
108,154,"['James J Beckman', 'James J Buchman']",['James J Beckman'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Beckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
109,154,"['James J Beckman', 'James J Buchman']",['James J Buchman'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Buchman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
110,157,['Edward Dunscomb'],['Edward Dunscomb'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Dunscomb&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
111,158,['John Dewhurst'],['John Dewhurst'],1,Match,Full Match,"New York City East Ward, New York, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dewhurst&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
112,161,['Henry Livingston'],['Henry Livingston'],1,Match,Only Location Found, Dutchess,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
113,162,"['John N Bleecher', 'John N Blecker']",['John N Bleeker'],1,Match,Full Match,"Albany Ward 2, Albany, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John N_Blecker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
114,162,"['John N Bleecher', 'John N Blecker']",['John N Bleecher'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John N_Bleecher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
115,163,['Thomas Buchanan'],['Thomas Buchanan'],1,Match,Full Match,"New York City East Ward, New York, New York",17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Buchanan&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
116,164,"['Simon Van Antioch', 'Simon Van Antwerp']",['Simon Van Antioch'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Antioch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
117,164,"['Simon Van Antioch', 'Simon Van Antwerp']",['Simon Van Antwerp'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Antwerp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
118,172,['Robert Bell'],['Robert Bell'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
119,174,"['Jabcob Reed', 'Jacob Reed']",['Jacob Reed'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Reed&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
120,174,"['Jabcob Reed', 'Jacob Reed']",['Jabcob Reed'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jabcob_Reed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
121,175,"['Robert F Kimble', 'Robert T Kemble']",['Robert Kemble'],1,Match,Full Match,"New York City North Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert F_Kimble&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
122,175,"['Robert F Kimble', 'Robert T Kemble']",['Robert Kemble'],1,Match,Full Match,"New York City North Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert T_Kemble&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
123,176,['Edward Griswold'],['Edward Griswold'],1,Match,Full Match,"Herkimer, Montgomery, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Griswold&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
124,179,['Lewis Allaine Scott'],['Lewis Scott'],1,Match,Full Match,"New York City West Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis Allaine_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
125,180,['Edward Williams'],['Edward Williams'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Williams&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
126,183,['Peter Kemble'],['Peter Kemble'],1,Match,Full Match,"New York City Dock Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Kemble&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
127,184,['Marinus Willett'],['Marinus Willet'],1,Match,Full Match,"New York City East Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Marinus_Willett&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
128,186,['Abraham Brinkerhoff'],['Abraham Brinkerhoff'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brinkerhoff&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
129,187,['Mary Brinkerhoff'],['Mary Brinckerhoff'],1,Match,Full Match,"Fishkill, Dutchess, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Brinkerhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
130,188,['Jacobus Lefferts'],['Jacobus Lefferts'],1,Match,Full Match,"New York City North Ward, New York, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacobus_Lefferts&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
131,189,"['Nicholas Huffman and Son', 'Nicholas Hoffman and Sons']",['Nicholas Huffman'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Huffman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
132,189,"['Nicholas Huffman and Son', 'Nicholas Hoffman and Sons']",['Nicholas Hoffman'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Hoffman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
133,190,['Robert Hodge'],['Robert Hodge'],1,Match,Full Match,"New York City East Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Hodge&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
134,191,['Robert C Livingston'],['Robert C'],1,Match,Full Match,"New York City Dock Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert C_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
135,193,['John Jacob Lansing'],['John Jacob'],1,Match,Full Match,"Albany Ward 3, Albany, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Jacob_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
136,195,"['Walter Livingston', 'Walter  Livingston']",['Walter Livingston'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
137,195,"['Walter Livingston', 'Walter  Livingston']",['Walter  Livingston'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter _Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
138,196,['Gerardus Lansing'],['Gerandus Lansing'],1,Match,Full Match,"Albany Ward 2, Albany, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
139,197,['Joshua Sands'],['Joshua Sands'],1,Match,Full Match,"Brooklyn, Kings, New York",17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Sands&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
140,198,['John Brown'],['John Brown'],1,No Match,Too Many Potential Matches Found 41,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Brown&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
141,199,['Isaac Clason'],['Isaac Clawson'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Clason&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
142,200,['George Storer'],['George Storer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Storer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
143,201,['John Rogers'],['John Rogers'],1,No Match,Too Many Potential Matches Found 13,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rogers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
144,205,['Joseph Lewis'],['Joseph Lewis'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
145,206,['Peter Baelde'],['Peter Baelde'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Baelde&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
146,208,['Ebenezer Storer'],['Ebenezer Storer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Storer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
147,210,['Walter Livingston'],['Walter Livingston'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
148,211,"['Thomas Tillston', 'Thomas Tillison']",['Thomas Tillston'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
149,211,"['Thomas Tillston', 'Thomas Tillison']",['Thomas Tillison'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillison&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
150,214,['John L Hunn'],['John L Hunn'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John L_Hunn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
151,216,['Michael Joy'],['Michael Joy'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Joy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
152,217,['Jacamiah Smith'],['Jacamiah Smith'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacamiah_Smith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
153,219,['Joseph Bowne'],['Joseph Bawn'],1,Match,Full Match,"Balls Town, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bowne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
154,220,"['H and S Johnson and Co', ""H and S Johnson and Co'""]","[""H and S Johnson '""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S Johnson_'&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
155,220,"['H and S Johnson and Co', ""H and S Johnson and Co'""]",['William I Johnston'],1,Match,Full Match,"New York City West Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
156,221,"['John C Freeke', 'John C Fruke']",['John C Freeke'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Freeke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
157,221,"['John C Freeke', 'John C Fruke']",['John C Fruke'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Fruke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
158,222,['William Smith'],['William Smith'],1,No Match,Too Many Potential Matches Found 27,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
159,223,['Elisha Hart'],['Elisha Hart'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
160,224,['Abraham Lansing'],['Abraham Lansing'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
161,225,"['Abraham Van Duerson', 'Abraham Van Deursen']",['Abraham Van Duerson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham Van_Duerson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
162,225,"['Abraham Van Duerson', 'Abraham Van Deursen']",['Abraham Van Deursen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham Van_Deursen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
163,226,['James Livingston'],['James Livingston'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
164,227,['John Jay'],['John Jay'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Jay&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
165,232,['Norman Butler'],['Norman Butler'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Norman_Butler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
166,234,['Jonathan Dayton'],['Jonathan Dayton'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
167,241,['Nathaniel Prime'],['Nathaniel Prime'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Prime&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
168,246,['William Rogers'],['William Rogers'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Rogers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
169,252,"['William W Morris', 'John Delafield']",['William W Morris'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William W_Morris&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
170,252,"['William W Morris', 'John Delafield']",['John Delafield'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Delafield&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
171,255,['Leonard Bronk'],['Leonard Bronk'],1,Match,Full Match,"Coxsackie, Albany, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Bronk&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
172,256,['John S Bronk'],['John S Bronk'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John S_Bronk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
173,259,"['Thomas Mc Euen', 'Thomas McEuen']",['Thomas Euen'],1,Match,Full Match,"New York City Dock Ward, New York, New York",1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas Mc_Euen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
174,259,"['Thomas Mc Euen', 'Thomas McEuen']",['Thomas Euen'],1,Match,Full Match,"New York City Dock Ward, New York, New York",1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_McEuen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
175,260,"['Robert Bawick', 'Robert Barwick']",['Robert Bawick'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bawick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
176,260,"['Robert Bawick', 'Robert Barwick']",['Robert Berwick'],1,Match,Full Match,"New York City West Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Barwick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
177,261,['Nathaniel Green'],['Nathaniel Green'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Green&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
