,Search Names,Location,Search Name,Original Names,Original Occupations,# debtholders,count,6p_Total,6p_def_Total,3p_Total,Family Size,Slavecount,Match Status,Match Reason,url,origin
191,"['John Rogers', 'William Littlefield', 'Elisha Aldrich']","Glocester, Providence, Rhode Island",Elisha Aldrich,"[[['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register'], ['Jn Rogers transfer from Register', 'Warrats for Transfering into the Books of this Office Vizt', 'Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt']], [['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury']]]",[],3,1,133.0,43.0,116.0,9,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Aldrich&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
192,"['John Rogers', 'William Littlefield', 'Elisha Aldrich']",Rhode Island,William Littlefield,"[[['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register'], ['Jn Rogers transfer from Register', 'Warrats for Transfering into the Books of this Office Vizt', 'Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt']], [['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury']]]",[],3,1,133.0,43.0,116.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Littlefield&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
193,"['Joshua Belden', 'Jamus Wells']","Wethersfield, Hartford, Connecticut",Jamus Wells,"[[['Joshua Belden and James Wells'], ['Joshua Belden']], [['Joshua Belden and James Wells'], ['James Wells']]]",[],2,1,132.0,116.0,81.0,13,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Wells&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Aggregated CD debt files
194,"['Gasaway Watkins', 'Tristram Bowdle']","Anne Arundel, Maryland",Tristram Bowdle,"[[['Gassaway Watkins', 'Gassway Watkins'], ['Gassaway Watkins', 'Gassway Watkins'], ['Gassaway Watkins', 'Tristiam Bowdle', 'Tristram Bowdle']], [['Gassaway Watkins', 'Tristiam Bowdle', 'Tristram Bowdle']]]",[],2,1,131.0,110.0,136.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tristram_Bowdle&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=1-0_1-0,Aggregated CD debt files
195,"['John Ewing', 'Anthony Wise']",Pennsylvania,John Ewing,"[[['John Ewing', 'Anthony Weiss', 'John Ewing for Corp']], [['John Ewing', 'Anthony Weiss', 'John Ewing for Corp']]]",[],2,1,127.0,113.0,1287.0,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Ewing&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
196,"['Joseph A Richards', 'Matthew Watson', 'William Wheater']",Rhode Island,Joseph A Richards,"[[['Henry Sherburne Transferred from the Register of the Treasury', 'Joseph A Richards transfer from Register', 'Samuel Vernon transfer from register'], ['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut']], [['Matthew Watson'], ['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut'], ['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']], [['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut']]]",[],3,2,126.0,174.0,288.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+A_Richards&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
197,"['Welcome Allen', 'William Allen']","Providence, Providence, Rhode Island",Welcome Allen,"[[['Welcome Allen', 'William Allen']], [['William Allen'], ['Welcome Allen', 'William Allen']]]",['Esquire'],2,1,125.0,112.0,77.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Welcome_Allen&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
198,"['John Mawney', 'Matthew Watson', 'Sarah Ward', 'William Imlay']", Bristol,Matthew Watson,"[[['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']], [['Matthew Watson'], ['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut'], ['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']], [['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register']], [['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']]]",[],4,1,125.0,44.0,38.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Watson&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
199,"['Appha Loomis', 'Alpha Lommis']",Connecticut,Alpha Lommis,"[[['Alpha Lommis adminastrator and Co', 'Appha Loomis', 'Appha Loomis Adminastrator and Co'], ['Alpha Lommis executor and Co', 'Appha Loomis', 'Appha Loomis Executor and Co']], [['Alpha Lommis adminastrator and Co', 'Appha Loomis', 'Appha Loomis Adminastrator and Co']]]",['Adminastrator to the estate of Uriah Loomis Jun Deceased'],2,1,123.0,110.0,143.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alpha_Lommis&name_x=ps_ps&residence=_connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
200,"['Christopher Hill', 'Matthew Watson']", Bristol,Matthew Watson,"[[['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']], [['Matthew Watson'], ['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut'], ['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']]]",[],2,1,119.0,63.0,127.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Watson&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
201,"['Elijah McClenaghan', 'Elijah Mc Clanahan']","Chester, Pennsylvania",Elijah Mc Clanahan,"[[['Elijah McClanahan', 'Elijah Mc Clanahan']], [['Elijah McClanahan', 'Elijah Mc Clanahan']]]",[],2,1,114.0,107.0,101.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah+Mc_Clanahan&name_x=ps_ps&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,Aggregated CD debt files
202,"['Thomas Stockwell', 'Thomas Noble Stockett']", Maryland,Thomas Noble Stockett,"[[['Thomas Noble Stockett', 'Thomas Noble Stockell']], [['Thomas Noble Stockett', 'Thomas Noble Stockell']]]",[],2,1,113.0,57.0,36.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+Noble_Stockett&name_x=s_s&residence=_maryland-usa_23&residence_x=1-0_1-0,Aggregated CD debt files
203,"['John Erskine', 'John Enshine']","Talbot, Maryland",John Enshine,"[[['John Erskine', 'John Enshine']], [['John Erskine', 'John Enshine']]]",[],2,1,111.0,55.0,55.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Enshine&name_x=ps_ps&residence=_talbot-maryland-usa_2849&residence_x=1-0_1-0,Aggregated CD debt files
204,"['Conrad Vanwagenen', 'Conrod Wegner']",Pennsylvania,Conrad Vanwagenen,"[[['Conrad Van Wagener', 'Conrad VanWagenen']], [['Conrad Van Wagener', 'Conrad VanWagenen']]]",[],2,1,109.0,104.0,123.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Conrad_Vanwagenen&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
205,"['Solomon Smith', 'Solomon Marks']","Westmoreland, Pennsylvania",Solomon Marks,"[[['Solomon Smith', 'Solomon Marks']], [['Solomon Smith', 'Solomon Marks']]]",['Broker'],2,1,109.0,54.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Marks&name_x=ps_ps&residence=_westmoreland-pennsylvania-usa_3123&residence_x=1-0_1-0,Aggregated CD debt files
206,"['Jacob Gombar', 'Laurence Bringle']","Frederick, Maryland",Laurence Bringle,"[[['Lawrence Brangle and Jacob Gombar', 'Lawrance Brangle and Jacob Gombare', 'Lawrence Brangle and Jacob Gombare']], [['Lawrence Brangle and Jacob Gombar', 'Lawrance Brangle and Jacob Gombare', 'Lawrence Brangle and Jacob Gombare']]]",[],2,1,108.0,103.0,55.0,13,4.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lawrence_Brangle&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
207,"['Thriphma Steer', 'Mrs Mrs Trifina Steer']","Gloucester, Providence, Rhode Island",Thriphma Steer,"[[['Tryphena Steer', 'Thriphma Steer']], [['Tryphena Steer', 'Thriphma Steer']]]",['Widow'],2,1,105.0,102.0,86.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thriphma_Steer&name_x=ps_ps&residence=_providence-rhode+island-usa_2441&residence_x=1-0_1-1,Aggregated CD debt files
208,"['Chisrtopher Weiser', 'Christr Wieser']","Northumberland, Pennsylvania",Chisrtopher Weiser,"[[['Christopher Weiser', 'Chisrtopher Weiser']], [['Christopher Weiser', 'Chisrtopher Weiser']]]",[],2,1,105.0,53.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Chisrtopher_Weiser&name_x=ps_ps&residence=_northumberland-pennsylvania-usa_2193&residence_x=1-0_1-0,Aggregated CD debt files
209,"['John Mawney', 'John Warner']",Rhode Island,John Warner,"[[['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']]]",[],2,1,102.0,41.0,0.0,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warner&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
210,"['James Bell', 'William Martin']","Allegheny, Pennsylvania",William Martin,"[[['James Bell', 'William Martin']], [['James Bell', 'William Martin']]]",[],2,1,99.0,50.0,1082.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Martin&name_x=ps_ps&residence=_allegheny-pennsylvania-usa_146&residence_x=1-0_1-0,Aggregated CD debt files
211,"['Michael Bull', 'Thomas Bull']","Hartford, Hartford, Connecticut",Michael Bull,"[[['Michael and Thomas Bull']], [['Michael and Thomas Bull'], ['Thomas Bull']]]",['Trader'],3,1,99.0,100.0,75.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Bull&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
212,"['John Eddy', 'Christopher Smith']","Scituate, Providence, Rhode Island",Christopher Smith,"[[['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury'], ['No 11749 in fovar Christopher Smith from Register of the Treasury', 'John Eddy transfer from Register', 'Christopher Smith No 11750']], [['No 11749 in fovar Christopher Smith from Register of the Treasury', 'John Eddy transfer from Register', 'Christopher Smith No 11750']]]",[],2,1,99.0,33.0,66.0,6,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Smith&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
213,"['Michael Norman', 'Michal Newman']","York, Pennsylvania",Michael Norman,"[[['Michael Newman', 'Michael Norman']], [['Michael Newman', 'Michael Norman']]]",[],2,1,98.0,49.0,60.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Norman&name_x=ps_ps&residence=_york-pennsylvania-usa_3231&residence_x=1-0_1-0,Aggregated CD debt files
214,"['George Westcott', 'George Wescott']","Philadelphia, Philadelphia, Pennsylvania",George Wescott,"[[['George Westcott', 'George Wescott']], [['George Westcott', 'George Wescott'], ['George Wescott']]]",['Merchant'],2,1,97.0,98.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Wescott&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
215,"['James Hill', 'John De la Mater']",,James Hill,"['James Hill', 'John De la Mater']",,2,1,92.0,47.0,1000.0,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Hill&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
216,"['Jacob Schmyser', 'Michael Schmyser']","York, Pennsylvania",Jacob Schmyser,"[[['Jacob Schmyser', 'Michael Schmyser']], [['Jacob Schmyser', 'Michael Schmyser'], ['Michael Schmyser']]]",[],2,1,91.0,45.0,34.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Schmyser&name_x=ps_ps&residence=_york-pennsylvania-usa_3231&residence_x=1-0_1-0,Aggregated CD debt files
217,"['Daniel Edey', 'Moses Eddy']","Providence, Providence, Rhode Island",Moses Eddy,"[[['Daniel Eddy', 'Moses Eddy']], [['Daniel Eddy', 'Moses Eddy']]]",['Trader'],2,1,89.0,44.0,70.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Eddy&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
218,"['Sarah Ward', 'John Rogers']",Rhode Island,Sarah Ward,"[[['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register']], [['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register'], ['Jn Rogers transfer from Register', 'Warrats for Transfering into the Books of this Office Vizt', 'Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt']]]",[],2,1,88.0,41.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Ward&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
219,"['John Eddy', 'Elisha Aldrich']","Glocester, Providence, Rhode Island",Elisha Aldrich,"[[['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury'], ['No 11749 in fovar Christopher Smith from Register of the Treasury', 'John Eddy transfer from Register', 'Christopher Smith No 11750']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury']]]",[],2,1,87.0,99.0,0.0,9,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Aldrich&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
220,"['Charles Sampson', 'Samuel Sampson']","Providence, Providence, Rhode Island",Samuel Sampson,"[[['Samuel and Charles Sampson']], [['Samuel and Charles Sampson']]]",[],2,1,85.0,42.0,90.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Sampson&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
221,"['Peter Vanderveer', 'Jacobus Van Eis']","Somerset, New Jersey",Jacobus Van Eis,"[[['Peter Vanderveer in trust for Jacobus Van Eis', 'Peter Vanderveer']], [['Peter Vanderveer in trust for Jacobus Van Eis', 'Peter Vanderveer']]]",['In trust for Jacobus Van Eis of Somerset County New Jersey'],2,1,83.0,41.0,65.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacobus+Van_Eis&name_x=ps_ps&residence=_somerset-new+jersey-usa_2731&residence_x=1-0_1-0,Aggregated CD debt files
222,"['Mary Johnson', 'Mary Johnston']",Rhode Island,Mary Johnston,"[[['Mary Johnson transfer from Register', 'Mary Johnston Transfer from Register', 'Mary Johnston transfer from register']], [['Mary Johnson transfer from Register', 'Mary Johnston Transfer from Register', 'Mary Johnston transfer from register']]]",[],2,1,79.0,39.0,57.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Johnston&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
223,"['Asa Sterns', 'Asa Stephens']", Rutland,Asa Stephens,"[[['Asa Stevens', 'Asa Stephens']], [['Asa Stevens', 'Asa Stephens']]]",[],2,1,78.0,39.0,30.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asa_Stephens&name_x=1_1&residence=_Vermont-usa_48&residence_x=1-0_1-0,Aggregated CD debt files
224,"['John Porter', 'John Dodd']",Connecticut,John Dodd,"[[['John Dodd and John Porter']], [['John Dodd and John Porter']]]",['Executor to William Nichols Deceased'],2,1,74.0,37.0,68.0,,,No Match,Too Many Potential Matches Found (2),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dodd&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
225,"['William Wheaton', 'Elisha Aldrich', 'John Warner']","Glocester, Providence, Rhode Island",Elisha Aldrich,"[[['William Wheater', 'William Wheaten']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']]]",[],3,1,74.0,100.0,53.0,9,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Aldrich&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
226,"['William Wheaton', 'Elisha Aldrich', 'John Warner']",Rhode Island,John Warner,"[[['William Wheater', 'William Wheaten']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Rogers Transferred from the Register of the Treasury', 'Elisha Aldrich transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury']], [['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']]]",[],3,1,74.0,100.0,53.0,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warner&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
227,"['Asa Gillet', 'Israel Gillet']","Hartford, Windsor, Vermont",Israel Gillet,"[[['Israel Gilbert', 'Isaac Gillet', 'Israel Gillet']], [['Israel Gilbert', 'Isaac Gillet', 'Israel Gillet']]]",['Farmer'],2,1,71.0,86.0,69.0,10,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Israel_Gillet&name_x=1_1&residence=_Vermont-usa_48&residence_x=1-0_1-0,Aggregated CD debt files
228,"['Eliphalet Gaylord', 'Eliakim Gaylord']","Windsor, Hartford, Connecticut",Eliphalet Gaylord,"[[['Eliakim Gaylord', 'Eliphalet Gaylord']], [['Eliakim Gaylord', 'Eliphalet Gaylord']]]",['Farmer'],2,1,68.0,34.0,111.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eliphalet_Gaylord&name_x=ps_ps&residence=_windsor-hartford-connecticut-usa_3163&residence_x=1-0_1-1,Aggregated CD debt files
229,"['John Eddy', 'Christopher Hill', 'Abram Belknap']","Johnstown, Providence, Rhode Island",Abram Belknap,"[[['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury'], ['No 11749 in fovar Christopher Smith from Register of the Treasury', 'John Eddy transfer from Register', 'Christopher Smith No 11750']], [['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']], [['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Abraham Belknap transferred from Register']]]",[],3,1,67.0,46.0,92.0,12,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abram_Belknap&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
230,"['John Eddy', 'Christopher Hill', 'Abram Belknap']","Providence, Providence, Rhode Island",Christopher Hill,"[[['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Elisha Aldrich transferred from Register', 'John Eddy transferred from the Register of the Treasury'], ['No 11749 in fovar Christopher Smith from Register of the Treasury', 'John Eddy transfer from Register', 'Christopher Smith No 11750']], [['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']], [['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register'], ['Abraham Belknap transferred from Register']]]",[],3,1,67.0,46.0,92.0,5,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Hill&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
